Number,HeightM,WeightKg,BaseExperience,ArtworkURL,AnimatedGifURL,CaptureRate,BaseHappiness,GenderRate,Genus,FlavorText,Color,Shape,Habitat,EggGroup1,EggGroup2,GrowthRate
190,0.8,11.5,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/190.gif,45,70,4,Long Tail Pokémon,This treetop dweller possesses a tail as dexterous as a hand. Ancient writings describe this Pokémon as a one-armed oddity.,Purple,Upright,Forest,Ground,,Fast
191,0.3,1.8,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/191.gif,235,70,4,Seed Pokémon,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",Yellow,Ball,Grassland,Plant,,Medium Slow
192,0.8,8.5,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/192.gif,120,70,4,Sun Pokémon,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,Yellow,Humanoid,Grassland,Plant,,Medium Slow
193,1.2,38.0,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/193.gif,75,70,4,Clear Wing Pokémon,"Its frail wings are so thin that one can see clear through them. However, during flight these wings exhibit the power to churn air with force enough to launch a house skyward.",Red,Bug Wings,Forest,Bug,,Medium
194,0.4,8.5,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/194.gif,255,70,4,Water Fish Pokémon,"When walking on land, it covers its body with a poisonous film that keeps its skin from dehydrating.",Blue,Legs,Waters Edge,Water1,Ground,Medium
195,1.4,75.0,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/195.gif,90,70,4,Water Fish Pokémon,Its body is always slimy. It often bangs its head on the river bottom as it swims but seems not to care.,Blue,Upright,Waters Edge,Water1,Ground,Medium
196,0.9,26.5,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/196.gif,45,70,1,Sun Pokémon,"Wields an arcane power with which it can predict the weather and even people's thoughts. When bathed in sunshine, the scarlet orb on its brow glows and builds energy.",Purple,Quadruped,Urban,Ground,,Medium
197,1.0,27.0,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/197.gif,45,35,1,Moonlight Pokémon,"It is most active in the wee hours of the night, when moonlight bathes the land. Its large eyes can pierce the darkness and perceive prey with absolute clarity.",Black,Quadruped,Urban,Ground,,Medium
198,0.5,2.1,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/198.gif,30,35,4,Darkness Pokémon,"Widely shunned as a bearer of ill fortune. Upon crossing paths with this creature, I've been told one must chant ”Workrum, Workrum—bad luck, don't come” as a protective incantation.",Black,Wings,Forest,Flying,,Medium Slow
199,2.0,79.5,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/199.gif,70,70,4,Royal Pokémon,"Slowking can solve any problem presented to it, but no one can understand a thing Slowking says.",Pink,Upright,Waters Edge,Monster,Water1,Medium
200,0.7,1.0,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/200.gif,45,35,4,Screech Pokémon,"It conceals itself in darkness, sending chills up travelers' spines with its childlike weeping. As it observes the frightened travelers with glee, the red orbs upon its chest let off an eerie light.",Gray,Ball,Cave,Indeterminate,,Fast
201,0.5,5.0,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/201.gif,225,70,-1,Symbol Pokémon,It is hard to believe these strangely shaped Pokémon are truly living creatures. I've pointed out that the species' many forms resemble writing from other lands; no one will take me seriously.,Black,Ball,Rare,No Eggs,,Medium
202,1.3,28.5,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/202.gif,45,70,4,Patient Pokémon,"To keep its pitch-black tail hidden, it lives quietly in the darkness. It is never first to attack.",Blue,Blob,Cave,Indeterminate,,Medium
203,1.5,41.5,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/203.gif,60,70,4,Long Neck Pokémon,"Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.",Yellow,Quadruped,Grassland,Ground,,Medium
204,0.6,7.2,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/204.gif,190,70,4,Bagworm Pokémon,"It sticks tree bark to itself with its saliva, making itself thicker and larger. Elderly Pineco are ridiculously huge.",Gray,Ball,Forest,Bug,,Medium
205,1.2,125.8,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/205.gif,75,70,4,Bagworm Pokémon,"In the moment that it gulps down its prey, the inside of its shell is exposed, but to this day, no one has ever seen that sight.",Purple,Ball,Forest,Bug,,Medium
206,1.5,14.0,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/206.gif,190,70,4,Land Snake Pokémon,The nests Dunsparce live in are mazes of tunnels. They never get lost in their own nests—they can tell where they are by the scent of the dirt.,Yellow,Squiggle,Cave,Ground,,Medium
207,1.1,64.8,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/207.gif,60,70,4,Fly Scorpion Pokémon,"Its tail is tipped by a thick, horrible stinger. To bring down prey, it will first obscure their vision by covering their faces with its body, and then it will use the stinger to inject them with venom.",Purple,Wings,Mountain,Bug,,Medium Slow
208,9.2,400.0,179,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/208.gif,25,70,4,Iron Snake Pokémon,This Pokémon evolved through use of a strange item. Its body is coated with steel powder and notably hard—not even diamond can leave so much as a scratch.,Gray,Squiggle,Cave,Mineral,,Medium
209,0.6,7.8,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/209.gif,190,70,6,Fairy Pokémon,"In contrast to its appearance, it’s quite timid. When playing with other puppy Pokémon, it sometimes gets bullied.",Pink,Humanoid,Urban,Ground,Fairy,Fast
210,1.4,48.7,158,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/210.gif,75,70,6,Fairy Pokémon,"Although it’s popular with young people, Granbull is timid and sensitive, so it’s totally incompetent as a watchdog.",Purple,Upright,Urban,Ground,Fairy,Fast
211,0.5,3.9,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/211.gif,45,70,4,Balloon Pokémon,"Fishers detest this troublesome Pokémon because it sprays poison from its spines, getting it everywhere. A different form of Qwilfish lives in other regions.",Gray,Fish,Sea,Water2,,Medium
212,1.8,118.0,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/212.gif,25,70,4,Pincer Pokémon,Evolved by way of a curious item. The shell covering its body has been shown to be stronger than forged steel.,Red,Bug Wings,Grassland,Bug,,Medium
213,0.6,20.5,177,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/213.gif,190,70,4,Mold Pokémon,"The berries stored in its vaselike shell eventually become a thick, pulpy juice.",Yellow,Armor,Mountain,Bug,,Medium Slow
214,1.5,54.0,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/214.gif,45,70,4,Single Horn Pokémon,This Pokémon has an unparalleled horn. Heracross itself demonstrates tremendous power—it's capable of throwing several people trained in the traditional arts of war at once.,Blue,Humanoid,Forest,Bug,,Slow
215,0.9,28.0,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/215.gif,60,35,4,Sharp Claw Pokémon,"Its sturdy, curved claws are ideal for traversing precipitous cliffs. From the tips of these claws drips a venom that infiltrates the nerves of any prey caught in Sneasel's grasp.",Black,Upright,Forest,Ground,,Medium Slow
216,0.6,8.8,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/216.gif,120,70,4,Little Bear Pokémon,"It licks its paws because of the sweet honey that has soaked into them. It is cunning, stealing into the nests of Combee and taking for itself the honey that the Combee have amassed.",Brown,Upright,Mountain,Ground,,Medium
217,1.8,125.8,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/217.gif,60,70,4,Hibernator Pokémon,"When the cold season arrives in Hisui, this Pokémon will wander fields and mountains alike in search of its favorite berries. Ursaring's hunger during this time makes it a ferocious danger.",Brown,Upright,Mountain,Ground,,Medium
218,0.7,35.0,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/218.gif,190,70,4,Lava Pokémon,"Slugma does not have any blood in its body. Instead, intensely hot magma circulates throughout this Pokémon’s body, carrying essential nutrients and oxygen to its organs.",Red,Squiggle,Mountain,Indeterminate,,Medium
219,0.8,55.0,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/219.gif,75,70,4,Lava Pokémon,"Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog.",Red,Squiggle,Mountain,Indeterminate,,Medium
220,0.4,6.5,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/220.gif,225,70,4,Pig Pokémon,"Swinub excels at sniffing out mushrooms buried beneath grass or snow. Since ancient times, the people of Hisui have often relied upon this skill.",Brown,Quadruped,Cave,Ground,,Slow
221,1.1,55.8,158,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/221.gif,75,70,4,Swine Pokémon,"The long fur of this Pokémon covers its eyes, ears, and even limbs, allowing Piloswine to resist harshly frigid conditions. The Pokémon's white tusks can be used to defeat its enemies.",Brown,Quadruped,Cave,Ground,,Slow
222,0.6,5.0,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/222.gif,60,70,6,Coral Pokémon,"These Pokémon live in warm seas. In prehistoric times, many lived in the oceans around the Galar region as well.",Pink,Armor,Sea,Water1,Water3,Fast
223,0.6,12.0,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/223.gif,190,70,4,Jet Pokémon,Spits water from its mouth with incredible accuracy. It captures Burmy by shooting them down off the branches from which they dangle.,Gray,Fish,Sea,Water1,Water2,Medium
224,0.9,28.5,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/224.gif,75,70,4,Jet Pokémon,"While Octillery still shoots water from its mouth, the drastic anatomical difference between it and Remoraid meant that for a long time, no one believed the former evolved from the latter.",Red,Tentacles,Sea,Water1,Water2,Medium
225,0.9,16.0,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/225.gif,45,70,4,Delivery Pokémon,"It has a generous habit of sharing its food with people and Pokémon, so it’s always scrounging around for more food.",Red,Wings,Mountain,Water1,Ground,Fast
226,2.1,220.0,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/226.gif,25,70,4,Kite Pokémon,"This calm and gentle Pokémon swims gracefully through the sea. After building speed, it can leap out of the water. It is often misidentified as a bird Pokémon due to this behavior.",Purple,Wings,Sea,Water1,,Slow
227,1.7,50.5,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/227.gif,25,70,4,Armor Bird Pokémon,"People fashion swords from Skarmory’s shed feathers, so this Pokémon is a popular element in heraldic designs.",Gray,Wings,Rough Terrain,Flying,,Slow
228,0.6,10.8,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/228.gif,120,35,4,Dark Pokémon,They make repeated eerie howls before dawn to call attention to their pack.,Black,Quadruped,Rough Terrain,Ground,,Slow
229,1.4,35.0,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/229.gif,45,35,4,Dark Pokémon,"Identifiable by its eerie howls, people a long time ago thought it was the grim reaper and feared it.",Black,Quadruped,Rough Terrain,Ground,,Slow
230,1.8,152.0,243,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/230.gif,45,70,4,Dragon Pokémon,Scales shed by this Pokémon have such a splendorous gleam to them that they’ve been given to royalty as gifts.,Blue,Blob,Sea,Water1,Dragon,Medium
231,0.5,33.5,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/231.gif,120,70,4,Long Nose Pokémon,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.",Blue,Quadruped,Rough Terrain,Ground,,Medium
232,1.1,120.0,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/232.gif,60,70,4,Armor Pokémon,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.",Gray,Quadruped,Rough Terrain,Ground,,Medium
233,0.6,32.5,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/233.gif,45,70,-1,Virtual Pokémon,"A bizarre item caused this Pokémon to evolve. While it now exhibits many new gestures and expressions, its biology remains inscrutable.",Red,Legs,Urban,Mineral,,Medium
234,1.4,71.2,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/234.gif,45,70,4,Big Horn Pokémon,Its strangely shaped antlers have the power to bewitch those who see them. Medicine made by grinding up the black orbs from fallen antlers is an effective treatment for insomnia.,Brown,Quadruped,Forest,Ground,,Slow
235,1.2,58.0,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/235.gif,45,70,4,Painter Pokémon,"It draws symbols with the fluid that oozes from the tip of its tail. Depending on the symbol, Smeargle fanatics will pay big money for them.",White,Upright,Urban,Ground,,Fast
236,0.7,21.0,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/236.gif,75,70,0,Scuffle Pokémon,"Even though it is small, it can’t be ignored because it will slug any handy target without warning.",Purple,Humanoid,Urban,No Eggs,,Medium
237,1.4,48.0,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/237.gif,45,70,0,Handstand Pokémon,"After doing a handstand to throw off the opponent’s timing, it presents its fancy kick moves.",Brown,Upright,Urban,Humanshape,,Medium
238,0.4,6.0,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/238.gif,45,70,8,Kiss Pokémon,This is a very curious Pokémon. Smoochum decides what it likes and dislikes by touching things with its lips.,Pink,Humanoid,Urban,No Eggs,,Medium
239,0.6,23.5,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/239.gif,45,70,2,Electric Pokémon,"They generate electricity by spinning their arms. During a thunderstorm, if one hears the lively voices of children out in the wilderness, what one is actually hearing are the voices of Elekid.",Yellow,Humanoid,Grassland,No Eggs,,Medium
240,0.7,21.4,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/240.gif,45,70,2,Live Coal Pokémon,"This Pokémon lives in volcanic areas. With each breath, sparks spurt from its mouth and nose. When Magby is in good health, its flames gain a yellow tint.",Red,Upright,Mountain,No Eggs,,Medium
241,1.2,75.5,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/241.gif,45,70,8,Milk Cow Pokémon,"This Pokémon needs to be milked every day, or else it will fall ill. The flavor of Miltank milk changes with the seasons.",Pink,Upright,Grassland,Ground,,Slow
242,1.5,46.8,608,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/242.gif,30,140,8,Happiness Pokémon,A kindhearted Pokémon that will care for any sick person or Pokémon until their health improves. The eggs it lays are delicious and bring good fortune to those who eat them.,Pink,Humanoid,Urban,Fairy,,Fast
243,1.9,178.0,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/243.gif,3,35,-1,Thunder Pokémon,Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,Yellow,Quadruped,Grassland,No Eggs,,Slow
244,2.1,198.0,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/244.gif,3,35,-1,Volcano Pokémon,Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,Brown,Quadruped,Grassland,No Eggs,,Slow
245,2.0,187.0,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/245.gif,3,35,-1,Aurora Pokémon,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,Blue,Quadruped,Grassland,No Eggs,,Slow
246,0.6,72.0,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/246.gif,45,35,4,Rock Skin Pokémon,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.",Green,Upright,Mountain,Monster,,Slow
247,1.2,152.0,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/247.gif,45,35,4,Hard Shell Pokémon,"It will not stay still, even while it’s a pupa. It already has arms and legs under its solid shell.",Gray,Squiggle,Mountain,Monster,,Slow
248,2.0,202.0,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/248.gif,45,35,4,Armor Pokémon,The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.,Green,Upright,Mountain,Monster,,Slow
249,5.2,216.0,306,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/249.gif,3,0,-1,Diving Pokémon,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.",White,Wings,Rare,No Eggs,,Slow
250,3.8,199.0,306,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/250.gif,3,0,-1,Rainbow Pokémon,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,Red,Wings,Rare,No Eggs,,Slow
251,0.6,5.0,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/251.gif,45,100,-1,Time Travel Pokémon,"This Pokémon traveled through time to come from the future. It bolsters grass and trees with its own strength, and it can heal wounds, too.",Green,Humanoid,Forest,No Eggs,,Medium Slow
252,0.5,5.0,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/252.gif,45,70,1,Wood Gecko Pokémon,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.",Green,Upright,Forest,Monster,Dragon,Medium Slow
253,0.9,21.6,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/253.gif,45,70,1,Wood Gecko Pokémon,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.",Green,Upright,Forest,Monster,Dragon,Medium Slow
254,1.7,52.2,239,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/254.gif,45,70,1,Forest Pokémon,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,Green,Upright,Forest,Monster,Dragon,Medium Slow
255,0.4,2.5,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/255.gif,45,70,1,Chick Pokémon,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,Red,Legs,Grassland,Ground,,Medium Slow
256,0.9,19.5,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/256.gif,45,70,1,Young Fowl Pokémon,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,Red,Upright,Grassland,Ground,,Medium Slow
257,1.9,52.0,239,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/257.gif,45,70,1,Blaze Pokémon,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,Red,Upright,Grassland,Ground,,Medium Slow
258,0.4,7.6,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/258.gif,45,70,1,Mud Fish Pokémon,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.",Blue,Quadruped,Waters Edge,Monster,Water1,Medium Slow
