Number,AbilityName,IsHidden
514,Gluttony,False
515,Gluttony,False
515,Torrent,True
516,Gluttony,False
516,Torrent,True
517,Forewarn,False
517,Synchronize,False
517,Telepathy,True
518,Forewarn,False
518,Synchronize,False
518,Telepathy,True
519,Big Pecks,False
519,Rivalry,True
519,Super Luck,False
520,Big Pecks,False
520,Rivalry,True
520,Super Luck,False
521,Big Pecks,False
521,Rivalry,True
521,Super Luck,False
522,Lightning Rod,False
522,Motor Drive,False
522,Sap Sipper,True
523,Lightning Rod,False
523,Motor Drive,False
523,Sap Sipper,True
524,Sand Force,True
524,Sturdy,False
524,Weak Armor,False
525,Sand Force,True
525,Sturdy,False
525,Weak Armor,False
526,Sand Force,True
526,Sand Stream,False
526,Sturdy,False
527,Klutz,False
527,Simple,True
527,Unaware,False
528,Klutz,False
528,Simple,True
528,Unaware,False
529,Mold Breaker,True
529,Sand Force,False
529,Sand Rush,False
530,Mold Breaker,True
530,Piercing Drill,False
530,Sand Force,False
530,Sand Rush,False
531,Healer,False
531,Klutz,True
531,Regenerator,False
532,Guts,False
532,Iron Fist,True
532,Sheer Force,False
533,Guts,False
533,Iron Fist,True
533,Sheer Force,False
534,Guts,False
534,Iron Fist,True
534,Sheer Force,False
535,Hydration,False
535,Swift Swim,False
535,Water Absorb,True
536,Hydration,False
536,Swift Swim,False
536,Water Absorb,True
537,Poison Touch,False
537,Swift Swim,False
537,Water Absorb,True
538,Guts,False
538,Inner Focus,False
538,Mold Breaker,True
539,Inner Focus,False
539,Mold Breaker,True
539,Sturdy,False
540,Chlorophyll,False
540,Overcoat,True
540,Swarm,False
541,Chlorophyll,False
541,Leaf Guard,False
541,Overcoat,True
542,Chlorophyll,False
542,Overcoat,True
542,Swarm,False
543,Poison Point,False
543,Speed Boost,True
543,Swarm,False
544,Poison Point,False
544,Speed Boost,True
544,Swarm,False
545,Poison Point,False
545,Speed Boost,True
545,Swarm,False
546,Chlorophyll,True
546,Infiltrator,False
546,Prankster,False
547,Chlorophyll,True
547,Infiltrator,False
547,Prankster,False
548,Chlorophyll,False
548,Leaf Guard,True
548,Own Tempo,False
549,Chlorophyll,False
549,Hustle,False
549,Leaf Guard,True
549,Own Tempo,False
550,Adaptability,False
550,Mold Breaker,True
550,Rattled,False
550,Reckless,False
550,Rock Head,False
551,Anger Point,True
551,Intimidate,False
551,Moxie,False
552,Anger Point,True
552,Intimidate,False
552,Moxie,False
553,Anger Point,True
553,Intimidate,False
553,Moxie,False
554,Hustle,False
554,Inner Focus,True
555,Gorilla Tactics,False
555,Sheer Force,False
555,Zen Mode,True
556,Chlorophyll,False
556,Storm Drain,True
556,Water Absorb,False
557,Shell Armor,False
557,Sturdy,False
557,Weak Armor,True
558,Shell Armor,False
558,Sturdy,False
558,Weak Armor,True
559,Intimidate,True
559,Moxie,False
559,Shed Skin,False
560,Intimidate,True
560,Moxie,False
560,Shed Skin,False
561,Magic Guard,False
561,Tinted Lens,True
561,Wonder Skin,False
562,Mummy,False
562,Wandering Spirit,False
563,Mummy,False
564,Solid Rock,False
564,Sturdy,False
564,Swift Swim,True
565,Solid Rock,False
565,Sturdy,False
565,Swift Swim,True
566,Defeatist,False
567,Defeatist,False
568,Aftermath,True
568,Stench,False
568,Sticky Hold,False
569,Aftermath,True
569,Stench,False
569,Weak Armor,False
570,Illusion,False
571,Illusion,False
572,Cute Charm,False
572,Skill Link,True
572,Technician,False
573,Cute Charm,False
573,Skill Link,True
573,Technician,False
574,Competitive,False
574,Frisk,False
574,Shadow Tag,True
575,Competitive,False
575,Frisk,False
575,Shadow Tag,True
576,Competitive,False
576,Frisk,False
576,Shadow Tag,True
577,Magic Guard,False
577,Overcoat,False
577,Regenerator,True
578,Magic Guard,False
578,Overcoat,False
578,Regenerator,True
579,Magic Guard,False
579,Overcoat,False
579,Regenerator,True
580,Big Pecks,False
580,Hydration,True
580,Keen Eye,False
581,Big Pecks,False
581,Hydration,True
581,Keen Eye,False
582,Ice Body,False
582,Snow Cloak,False
582,Weak Armor,True
583,Ice Body,False
583,Snow Cloak,False
583,Weak Armor,True
584,Ice Body,False
584,Snow Warning,False
584,Weak Armor,True
585,Chlorophyll,False
585,Sap Sipper,False
585,Serene Grace,True
586,Chlorophyll,False
586,Sap Sipper,False
586,Serene Grace,True
587,Motor Drive,True
587,Static,False
588,No Guard,True
588,Shed Skin,False
588,Swarm,False
589,Overcoat,True
589,Shell Armor,False
589,Swarm,False
590,Effect Spore,False
590,Regenerator,True
591,Effect Spore,False
591,Regenerator,True
592,Cursed Body,False
592,Damp,True
592,Water Absorb,False
593,Cursed Body,False
593,Damp,True
593,Water Absorb,False
594,Healer,False
594,Hydration,False
594,Regenerator,True
595,Compound Eyes,False
595,Swarm,True
595,Unnerve,False
596,Compound Eyes,False
596,Swarm,True
596,Unnerve,False
597,Iron Barbs,False
598,Anticipation,True
598,Iron Barbs,False
599,Clear Body,True
599,Minus,False
599,Plus,False
600,Clear Body,True
600,Minus,False
600,Plus,False
601,Clear Body,True
601,Minus,False
601,Plus,False
602,Levitate,False
603,Levitate,False
604,Levitate,False
605,Analytic,True
605,Synchronize,False
605,Telepathy,False
606,Analytic,True
606,Synchronize,False
606,Telepathy,False
607,Flame Body,False
607,Flash Fire,False
607,Infiltrator,True
608,Flame Body,False
608,Flash Fire,False
608,Infiltrator,True
609,Flame Body,False
609,Flash Fire,False
609,Infiltrator,False
609,Infiltrator,True
610,Mold Breaker,False
610,Rivalry,False
610,Unnerve,True
611,Mold Breaker,False
611,Rivalry,False
611,Unnerve,True
612,Mold Breaker,False
612,Rivalry,False
612,Unnerve,True
613,Rattled,True
613,Slush Rush,False
613,Snow Cloak,False
614,Slush Rush,False
614,Snow Cloak,False
614,Swift Swim,True
615,Levitate,False
616,Hydration,False
616,Overcoat,True
616,Shell Armor,False
617,Hydration,False
617,Sticky Hold,False
617,Unburden,True
618,Limber,False
618,Mimicry,False
618,Sand Veil,True
618,Static,False
619,Inner Focus,False
619,Reckless,True
619,Regenerator,False
620,Inner Focus,False
620,Reckless,True
620,Regenerator,False
621,Mold Breaker,True
621,Rough Skin,False
621,Sheer Force,False
622,Iron Fist,False
622,Klutz,False
622,No Guard,True
623,Iron Fist,False
623,Klutz,False
623,No Guard,True
623,Unseen Fist,False
624,Defiant,False
624,Inner Focus,False
624,Pressure,True
625,Defiant,False
625,Inner Focus,False
625,Pressure,True
626,Reckless,False
626,Sap Sipper,False
626,Soundproof,True
627,Hustle,True
627,Keen Eye,False
627,Sheer Force,False
628,Defiant,True
628,Keen Eye,False
628,Sheer Force,False
628,Tinted Lens,True
629,Big Pecks,False
629,Overcoat,False
629,Weak Armor,True
630,Big Pecks,False
630,Overcoat,False
630,Weak Armor,True
631,Flash Fire,False
631,Gluttony,False
631,White Smoke,True
632,Hustle,False
632,Swarm,False
632,Truant,True
633,Hustle,False
634,Hustle,False
635,Levitate,False
636,Flame Body,False
636,Swarm,True
637,Flame Body,False
637,Swarm,True
638,Justified,False
639,Justified,False
640,Justified,False
641,Defiant,True
641,Prankster,False
641,Regenerator,False
642,Defiant,True
642,Prankster,False
642,Volt Absorb,False
643,Turboblaze,False
644,Teravolt,False
645,Intimidate,False
645,Sand Force,False
645,Sheer Force,True
646,Pressure,False
646,Teravolt,False
646,Turboblaze,False
647,Justified,False
648,Serene Grace,False
649,Download,False
650,Bulletproof,True
650,Overgrow,False
651,Bulletproof,True
651,Overgrow,False
652,Bulletproof,False
652,Bulletproof,True
652,Overgrow,False
653,Blaze,False
653,Magician,True
654,Blaze,False
654,Magician,True
655,Blaze,False
655,Levitate,False
655,Magician,True
656,Protean,True
656,Torrent,False
657,Protean,True
657,Torrent,False
658,Battle Bond,False
658,Protean,False
658,Protean,True
658,Torrent,False
659,Cheek Pouch,False
659,Huge Power,True
659,Pickup,False
660,Cheek Pouch,False
660,Huge Power,True
660,Pickup,False
661,Big Pecks,False
661,Gale Wings,True
662,Flame Body,False
662,Gale Wings,True
663,Flame Body,False
663,Gale Wings,True
664,Compound Eyes,False
664,Friend Guard,True
664,Shield Dust,False
665,Friend Guard,True
665,Shed Skin,False
666,Compound Eyes,False
666,Friend Guard,True
666,Shield Dust,False
667,Moxie,True
667,Rivalry,False
667,Unnerve,False
668,Moxie,True
668,Rivalry,False
668,Unnerve,False
669,Flower Veil,False
669,Symbiosis,True
670,Fairy Aura,False
670,Flower Veil,False
670,Symbiosis,True
671,Flower Veil,False
671,Symbiosis,True
672,Grass Pelt,True
672,Sap Sipper,False
673,Grass Pelt,True
673,Sap Sipper,False
674,Iron Fist,False
674,Mold Breaker,False
674,Scrappy,True
675,Iron Fist,False
675,Mold Breaker,False
675,Scrappy,True
676,Fur Coat,False
677,Infiltrator,False
677,Keen Eye,False
677,Own Tempo,True
678,Competitive,True
678,Infiltrator,False
678,Keen Eye,False
678,Prankster,True
678,Trace,False
679,No Guard,False
680,No Guard,False
681,Stance Change,False
682,Aroma Veil,True
682,Healer,False
683,Aroma Veil,True
683,Healer,False
684,Sweet Veil,False
684,Unburden,True
685,Sweet Veil,False
685,Unburden,True
686,Contrary,False
686,Infiltrator,True
686,Suction Cups,False
687,Contrary,False
687,Infiltrator,True
687,Suction Cups,False
688,Pickpocket,True
688,Sniper,False
688,Tough Claws,False
689,Pickpocket,True
689,Sniper,False
689,Tough Claws,False
690,Adaptability,True
690,Poison Point,False
690,Poison Touch,False
691,Adaptability,True
691,Poison Point,False
691,Poison Touch,False
692,Mega Launcher,False
693,Mega Launcher,False
694,Dry Skin,False
694,Sand Veil,False
694,Solar Power,True
695,Dry Skin,False
695,Sand Veil,False
695,Solar Power,True
696,Strong Jaw,False
696,Sturdy,True
697,Rock Head,True
697,Strong Jaw,False
698,Refrigerate,False
698,Snow Warning,True
699,Refrigerate,False
699,Snow Warning,True
700,Cute Charm,False
700,Pixilate,True
701,Limber,False
701,Mold Breaker,True
701,No Guard,False
701,Unburden,False
702,Cheek Pouch,False
702,Pickup,False
702,Plus,True
703,Clear Body,False
703,Sturdy,True
704,Gooey,True
704,Hydration,False
704,Sap Sipper,False
705,Gooey,True
705,Hydration,False
705,Sap Sipper,False
705,Shell Armor,False
706,Gooey,True
706,Hydration,False
706,Sap Sipper,False
706,Shell Armor,False
707,Magician,True
707,Prankster,False
708,Frisk,False
708,Harvest,True
708,Natural Cure,False
709,Frisk,False
709,Harvest,True
709,Natural Cure,False
710,Frisk,False
710,Insomnia,True
710,Pickup,False
711,Frisk,False
711,Insomnia,True
711,Pickup,False
712,Ice Body,False
712,Own Tempo,False
712,Sturdy,True
713,Ice Body,False
713,Own Tempo,False
713,Strong Jaw,False
713,Sturdy,True
714,Frisk,False
714,Infiltrator,False
714,Telepathy,True
715,Frisk,False
715,Infiltrator,False
715,Telepathy,True
716,Fairy Aura,False
717,Dark Aura,False
718,Aura Break,False
718,Power Construct,False
719,Clear Body,False
719,Magic Bounce,False
720,Magician,False
721,Water Absorb,False
722,Long Reach,True
722,Overgrow,False
723,Long Reach,True
723,Overgrow,False
724,Long Reach,True
724,Overgrow,False
724,Scrappy,True
725,Blaze,False
725,Intimidate,True
726,Blaze,False
726,Intimidate,True
727,Blaze,False
727,Intimidate,True
728,Liquid Voice,True
728,Torrent,False
729,Liquid Voice,True
729,Torrent,False
730,Liquid Voice,True
730,Torrent,False
731,Keen Eye,False
731,Pickup,True
731,Skill Link,False
732,Keen Eye,False
732,Pickup,True
732,Skill Link,False
733,Keen Eye,False
733,Sheer Force,True
733,Skill Link,False
734,Adaptability,True
734,Stakeout,False
734,Strong Jaw,False
735,Adaptability,True
735,Stakeout,False
735,Strong Jaw,False
736,Swarm,False
737,Battery,False
738,Levitate,False
739,Anger Point,True
739,Hyper Cutter,False
739,Iron Fist,False
740,Anger Point,True
740,Hyper Cutter,False
740,Iron Fist,False
741,Dancer,False
742,Honey Gather,False
742,Shield Dust,False
742,Sweet Veil,True
743,Honey Gather,False
743,Shield Dust,False
743,Sweet Veil,True
744,Keen Eye,False
744,Own Tempo,False
744,Steadfast,True
744,Vital Spirit,False
745,Keen Eye,False
745,No Guard,True
745,Sand Rush,False
745,Steadfast,True
745,Tough Claws,False
745,Vital Spirit,False
746,Schooling,False
747,Limber,False
747,Merciless,False
747,Regenerator,True
748,Limber,False
748,Merciless,False
748,Regenerator,True
749,Inner Focus,True
749,Own Tempo,False
749,Stamina,False
750,Inner Focus,True
750,Own Tempo,False
750,Stamina,False
751,Water Absorb,True
751,Water Bubble,False
752,Water Absorb,True
752,Water Bubble,False
753,Contrary,True
753,Leaf Guard,False
754,Contrary,True
754,Leaf Guard,False
755,Effect Spore,False
755,Illuminate,False
755,Rain Dish,True
756,Effect Spore,False
756,Illuminate,False
756,Rain Dish,True
757,Corrosion,False
757,Oblivious,True
758,Corrosion,False
758,Oblivious,True
759,Cute Charm,True
759,Fluffy,False
759,Klutz,False
760,Fluffy,False
760,Klutz,False
760,Unnerve,True
761,Leaf Guard,False
761,Oblivious,False
761,Sweet Veil,True
762,Leaf Guard,False
762,Oblivious,False
762,Sweet Veil,True
763,Leaf Guard,False
763,Queenly Majesty,False
763,Sweet Veil,True
764,Flower Veil,False
764,Natural Cure,True
764,Triage,False
765,Inner Focus,False
765,Symbiosis,True
765,Telepathy,False
766,Defiant,True
766,Receiver,False
767,Wimp Out,False
768,Emergency Exit,False
769,Sand Veil,True
769,Water Compaction,False
770,Sand Veil,True
770,Water Compaction,False
771,Innards Out,False
771,Unaware,True
772,Battle Armor,False
773,Rks System,False
774,Shields Down,False
775,Comatose,False
776,Shell Armor,False
777,Iron Barbs,False
777,Lightning Rod,False
777,Sturdy,True
778,Disguise,False
779,Dazzling,False
779,Strong Jaw,False
779,Wonder Skin,True
780,Berserk,False
780,Cloud Nine,True
780,Sap Sipper,False
781,Steelworker,False
782,Bulletproof,False
782,Overcoat,True
782,Soundproof,False
783,Bulletproof,False
783,Overcoat,True
783,Soundproof,False
784,Bulletproof,False
784,Overcoat,True
784,Soundproof,False
785,Electric Surge,False
785,Telepathy,True
786,Psychic Surge,False
786,Telepathy,True
787,Grassy Surge,False
787,Telepathy,True
788,Misty Surge,False
788,Telepathy,True
789,Unaware,False
790,Sturdy,False
791,Full Metal Body,False
792,Shadow Shield,False
793,Beast Boost,False
794,Beast Boost,False
795,Beast Boost,False
796,Beast Boost,False
797,Beast Boost,False
798,Beast Boost,False
799,Beast Boost,False
800,Neuroforce,False
800,Prism Armor,False
801,Soul Heart,False
802,Technician,False
803,Beast Boost,False
804,Beast Boost,False
805,Beast Boost,False
806,Beast Boost,False
807,Volt Absorb,False
808,Magnet Pull,False
809,Iron Fist,False
810,Grassy Surge,True
810,Overgrow,False
811,Grassy Surge,True
811,Overgrow,False
812,Grassy Surge,True
812,Overgrow,False
813,Blaze,False
813,Libero,True
814,Blaze,False
814,Libero,True
815,Blaze,False
815,Libero,True
816,Sniper,True
816,Torrent,False
817,Sniper,True
817,Torrent,False
818,Sniper,True
818,Torrent,False
819,Cheek Pouch,False
819,Gluttony,True
820,Cheek Pouch,False
820,Gluttony,True
821,Big Pecks,True
821,Keen Eye,False
821,Unnerve,False
822,Big Pecks,True
822,Keen Eye,False
822,Unnerve,False
823,Mirror Armor,True
823,Pressure,False
823,Unnerve,False
824,Compound Eyes,False
824,Swarm,False
824,Telepathy,True
825,Compound Eyes,False
825,Swarm,False
825,Telepathy,True
826,Frisk,False
826,Swarm,False
826,Telepathy,True
827,Run Away,False
827,Stakeout,True
827,Unburden,False
828,Run Away,False
828,Stakeout,True
828,Unburden,False
829,Cotton Down,False
829,Effect Spore,True
829,Regenerator,False
830,Cotton Down,False
830,Effect Spore,True
830,Regenerator,False
831,Bulletproof,True
831,Fluffy,False
831,Run Away,False
832,Bulletproof,True
832,Fluffy,False
832,Steadfast,False
833,Shell Armor,False
833,Strong Jaw,False
833,Swift Swim,True
834,Shell Armor,False
834,Strong Jaw,False
834,Swift Swim,True
835,Ball Fetch,False
835,Rattled,True
836,Competitive,True
836,Strong Jaw,False
837,Flash Fire,True
837,Heatproof,False
837,Steam Engine,False
838,Flame Body,False
838,Flash Fire,True
838,Steam Engine,False
839,Flame Body,False
839,Flash Fire,True
839,Steam Engine,False
840,Bulletproof,True
840,Gluttony,False
840,Ripen,False
841,Gluttony,False
841,Hustle,True
841,Ripen,False
842,Gluttony,False
842,Ripen,False
842,Thick Fat,True
843,Sand Spit,False
843,Sand Veil,True
843,Shed Skin,False
844,Sand Spit,False
844,Sand Veil,True
844,Shed Skin,False
845,Gulp Missile,False
846,Propeller Tail,True
846,Swift Swim,False
847,Propeller Tail,True
847,Swift Swim,False
848,Klutz,True
848,Rattled,False
848,Static,False
849,Minus,False
849,Plus,False
849,Punk Rock,False
849,Technician,True
850,Flame Body,True
850,Flash Fire,False
850,White Smoke,False
851,Flame Body,True
851,Flash Fire,False
851,White Smoke,False
852,Limber,False
852,Technician,True
853,Limber,False
853,Technician,True
854,Cursed Body,True
854,Weak Armor,False
855,Cursed Body,True
855,Weak Armor,False
856,Anticipation,False
856,Healer,False
856,Magic Bounce,True
857,Anticipation,False
857,Healer,False
857,Magic Bounce,True
858,Anticipation,False
858,Healer,False
858,Magic Bounce,True
859,Frisk,False
859,Pickpocket,True
859,Prankster,False
860,Frisk,False
860,Pickpocket,True
860,Prankster,False
861,Frisk,False
861,Pickpocket,True
861,Prankster,False
862,Defiant,True
862,Guts,False
862,Reckless,False
863,Battle Armor,False
863,Steely Spirit,True
863,Tough Claws,False
864,Perish Body,True
864,Weak Armor,False
865,Scrappy,True
865,Steadfast,False
866,Ice Body,True
866,Screen Cleaner,False
866,Tangled Feet,False
867,Wandering Spirit,False
868,Aroma Veil,True
868,Sweet Veil,False
869,Aroma Veil,True
869,Sweet Veil,False
870,Battle Armor,False
870,Defiant,True
871,Electric Surge,True
871,Lightning Rod,False
872,Ice Scales,True
872,Shield Dust,False
873,Ice Scales,True
873,Shield Dust,False
874,Power Spot,False
875,Ice Face,False
876,Inner Focus,False
876,Own Tempo,False
876,Psychic Surge,True
876,Synchronize,False
877,Hunger Switch,False
878,Heavy Metal,True
878,Sheer Force,False
879,Heavy Metal,True
879,Sheer Force,False
880,Hustle,False
880,Sand Rush,True
880,Volt Absorb,False
881,Slush Rush,True
881,Static,False
881,Volt Absorb,False
882,Sand Rush,True
882,Strong Jaw,False
882,Water Absorb,False
883,Ice Body,False
883,Slush Rush,True
883,Water Absorb,False
884,Heavy Metal,False
884,Light Metal,False
884,Stalwart,True
885,Clear Body,False
885,Cursed Body,True
885,Infiltrator,False
886,Clear Body,False
886,Cursed Body,True
886,Infiltrator,False
887,Clear Body,False
887,Cursed Body,True
887,Infiltrator,False
888,Intrepid Sword,False
889,Dauntless Shield,False
890,Pressure,False
891,Inner Focus,False
892,Unseen Fist,False
893,Leaf Guard,False
894,Transistor,False
895,Dragons Maw,False
896,Chilling Neigh,False
897,Grim Neigh,False
898,As One Glastrier,False
898,As One Spectrier,False
898,Unnerve,False
899,Frisk,False
899,Intimidate,False
899,Sap Sipper,True
900,Sharpness,True
900,Sheer Force,False
900,Swarm,False
901,Bulletproof,False
901,Guts,False
901,Minds Eye,False
901,Unnerve,True
902,Adaptability,False
902,Mold Breaker,True
902,Swift Swim,False
903,Poison Touch,True
903,Pressure,False
903,Unburden,False
904,Intimidate,True
904,Poison Point,False
904,Swift Swim,False
905,Contrary,True
905,Cute Charm,False
905,Overcoat,False
906,Overgrow,False
906,Protean,True
907,Overgrow,False
907,Protean,True
908,Overgrow,False
908,Protean,True
909,Blaze,False
909,Unaware,True
910,Blaze,False
910,Unaware,True
911,Blaze,False
911,Unaware,True
912,Moxie,True
912,Torrent,False
913,Moxie,True
913,Torrent,False
914,Moxie,True
914,Torrent,False
915,Aroma Veil,False
915,Gluttony,False
915,Thick Fat,True
916,Aroma Veil,False
916,Gluttony,False
916,Lingering Aroma,False
916,Thick Fat,True
917,Insomnia,False
917,Stakeout,True
918,Insomnia,False
918,Stakeout,True
919,Swarm,False
919,Tinted Lens,True
920,Swarm,False
920,Tinted Lens,True
921,Iron Fist,True
921,Natural Cure,False
921,Static,False
922,Iron Fist,True
922,Natural Cure,False
922,Volt Absorb,False
923,Iron Fist,True
923,Natural Cure,False
923,Volt Absorb,False
924,Own Tempo,True
924,Pickup,False
924,Run Away,False
925,Cheek Pouch,False
925,Friend Guard,False
925,Technician,True
926,Klutz,True
926,Own Tempo,False
927,Aroma Veil,True
927,Well Baked Body,False
928,Early Bird,False
928,Harvest,True
929,Early Bird,False
929,Harvest,True
930,Harvest,True
930,Seed Sower,False
931,Guts,True
931,Hustle,False
931,Intimidate,False
931,Sheer Force,True
932,Clear Body,True
932,Purifying Salt,False
932,Sturdy,False
933,Clear Body,True
933,Purifying Salt,False
933,Sturdy,False
934,Clear Body,True
934,Purifying Salt,False
934,Sturdy,False
935,Flame Body,True
935,Flash Fire,False
936,Flash Fire,False
936,Weak Armor,True
937,Flash Fire,False
937,Weak Armor,True
938,Damp,True
938,Own Tempo,False
938,Static,False
939,Damp,True
939,Electromorphosis,False
939,Static,False
940,Competitive,True
940,Volt Absorb,False
940,Wind Power,False
941,Competitive,True
941,Volt Absorb,False
941,Wind Power,False
942,Intimidate,False
942,Run Away,False
942,Stakeout,True
943,Guard Dog,False
943,Intimidate,False
943,Stakeout,True
944,Pickpocket,False
944,Prankster,True
944,Unburden,False
945,Poison Touch,False
945,Prankster,True
945,Unburden,False
946,Infiltrator,True
946,Wind Rider,False
947,Infiltrator,True
947,Wind Rider,False
948,Mycelium Might,False
949,Mycelium Might,False
950,Anger Shell,False
950,Regenerator,True
950,Shell Armor,False
951,Chlorophyll,False
951,Insomnia,False
951,Klutz,True
952,Chlorophyll,False
952,Insomnia,False
952,Moody,True
952,Spicy Spray,False
953,Compound Eyes,False
953,Shed Skin,True
954,Synchronize,False
954,Telepathy,True
955,Anticipation,False
955,Frisk,False
955,Speed Boost,True
956,Frisk,False
956,Opportunist,False
956,Speed Boost,True
957,Mold Breaker,False
957,Own Tempo,False
957,Pickpocket,True
958,Mold Breaker,False
958,Own Tempo,False
958,Pickpocket,True
959,Mold Breaker,False
959,Own Tempo,False
959,Pickpocket,True
960,Gooey,False
960,Rattled,False
960,Sand Veil,True
961,Gooey,False
961,Rattled,False
961,Sand Veil,True
962,Big Pecks,False
962,Keen Eye,False
962,Rocky Payload,True
963,Water Veil,False
964,Zero To Hero,False
965,Overcoat,False
965,Slow Start,True
966,Filter,True
966,Overcoat,False
967,Regenerator,True
967,Shed Skin,False
968,Earth Eater,False
968,Sand Veil,True
969,Corrosion,True
969,Toxic Debris,False
970,Adaptability,False
970,Corrosion,True
970,Toxic Debris,False
971,Fluffy,True
971,Pickup,False
972,Fluffy,True
972,Sand Rush,False
973,Costar,True
973,Scrappy,False
973,Tangled Feet,False
974,Sheer Force,True
974,Snow Cloak,False
974,Thick Fat,False
975,Sheer Force,True
975,Slush Rush,False
975,Thick Fat,False
976,Mold Breaker,False
976,Sharpness,True
977,Oblivious,False
977,Unaware,False
977,Water Veil,True
978,Commander,False
978,Storm Drain,True
979,Defiant,True
979,Inner Focus,False
979,Vital Spirit,False
980,Poison Point,False
980,Unaware,True
980,Water Absorb,False
981,Armor Tail,False
981,Cud Chew,False
981,Sap Sipper,True
982,Rattled,True
982,Run Away,False
982,Serene Grace,False
983,Defiant,False
983,Pressure,True
983,Supreme Overlord,False
984,Protosynthesis,False
985,Protosynthesis,False
986,Protosynthesis,False
987,Protosynthesis,False
988,Protosynthesis,False
989,Protosynthesis,False
990,Quark Drive,False
991,Quark Drive,False
992,Quark Drive,False
993,Quark Drive,False
994,Quark Drive,False
995,Quark Drive,False
996,Ice Body,True
996,Thermal Exchange,False
997,Ice Body,True
997,Thermal Exchange,False
998,Ice Body,True
998,Thermal Exchange,False
999,Rattled,False
999,Run Away,False
1000,Good As Gold,False
1001,Tablets Of Ruin,False
1002,Sword Of Ruin,False
1003,Vessel Of Ruin,False
1004,Beads Of Ruin,False
1005,Protosynthesis,False
1006,Quark Drive,False
1007,Orichalcum Pulse,False
1008,Hadron Engine,False
1009,Protosynthesis,False
1010,Quark Drive,False
1011,Gluttony,False
1011,Sticky Hold,True
1011,Supersweet Syrup,False
1012,Heatproof,True
1012,Hospitality,False
1013,Heatproof,True
1013,Hospitality,False
1014,Guard Dog,True
1014,Toxic Chain,False
1015,Frisk,True
1015,Toxic Chain,False
1016,Technician,True
1016,Toxic Chain,False
1017,Defiant,False
1017,Mold Breaker,False
1017,Sturdy,False
1017,Water Absorb,False
1018,Stalwart,True
1018,Stamina,False
1018,Sturdy,False
1019,Regenerator,False
1019,Sticky Hold,True
1019,Supersweet Syrup,False
1020,Protosynthesis,False
1021,Protosynthesis,False
1022,Quark Drive,False
1023,Quark Drive,False
1024,Tera Shell,False
1024,Tera Shift,False
1024,Teraform Zero,False
1025,Poison Puppeteer,False
